"cue","target","link"
"cheese","dress",0
"chicken","dress",0
"chocolate","dress",0
"coffee","dress",0
"coke","dress",0
"cookie","dress",0
"corn","dress",0
"cracker","dress",0
"donut","dress",0
"drink","dress",0
"egg","dress",0
"fish","dress",0
"food","dress",0
"french fries","dress",0
"grapes","dress",0
"green beans","dress",0
"gum","dress",0
"hamburger","dress",0
"ice","dress",0
"ice cream","dress",0
"jello","dress",0
"jelly","dress",0
"juice","dress",0
"lollipop","dress",0
"meat","dress",0
"melon","dress",0
"milk","dress",0
"muffin","dress",0
"noodles","dress",0
"nuts","dress",0
"orange","dress",0
"pancake","dress",0
"peas","dress",0
"peanut butter","dress",0
"pickle","dress",0
"pizza","dress",0
"popcorn","dress",0
"popsicle","dress",0
"potato chip","dress",0
"potato","dress",0
"pretzel","dress",0
"pudding","dress",0
"pumpkin","dress",0
"raisin","dress",0
"salt","dress",0
"sandwich","dress",0
"sauce","dress",0
"soda","dress",0
"soup","dress",0
"spaghetti","dress",0
"strawberry","dress",0
"toast","dress",0
"tuna","dress",0
"vanilla","dress",0
"vitamins","dress",0
"water","dress",0
"yogurt","dress",0
"beads","dress",0
"belt","dress",0
"bib","dress",0
"boots","dress",0
"button","dress",1
"coat","dress",0
"diaper","dress",0
"dress","dress",0
"gloves","dress",0
"hat","dress",0
"jacket","dress",0
"jeans","dress",0
"mittens","dress",0
"necklace","dress",0
"pajamas","dress",0
"pants","dress",1
"scarf","dress",1
"shirt","dress",0
"shoe","dress",0
"shorts","dress",0
"slipper","dress",0
"sneaker","dress",0
"snowsuit","dress",0
"sock","dress",0
"sweater","dress",0
"tights","dress",0
"underpants","dress",0
"zipper","dress",0
"ankle","dress",0
"arm","dress",0
"belly button","dress",0
"buttocks","dress",0
"cheek","dress",0
"chin","dress",0
"ear","dress",0
"eye","dress",0
"face","dress",0
"finger","dress",0
"foot","dress",0
"hair","dress",0
"hand","dress",0
"head","dress",0
"knee","dress",0
"leg","dress",0
"lips","dress",0
"mouth","dress",0
"nose","dress",0
"owie","dress",0
"penis","dress",0
"shoulder","dress",0
"toe","dress",0
"tongue","dress",0
"tooth","dress",0
"tummy","dress",0
"vagina","dress",0
"basket","dress",0
"blanket","dress",0
"bottle","dress",0
"bowl","dress",0
"box","dress",0
"broom","dress",0
"brush","dress",0
"bucket","dress",0
"camera","dress",0
"can","dress",0
"clock","dress",0
"comb","dress",0
"cup","dress",0
"dish","dress",0
"fork","dress",0
"garbage","dress",0
"glass","dress",0
"glasses","dress",0
"hammer","dress",0
"jar","dress",0
"keys","dress",0
"knife","dress",0
"lamp","dress",0
"light","dress",0
"medicine","dress",0
"money","dress",0
"mop","dress",0
"nail","dress",0
"napkin","dress",0
"paper","dress",0
"penny","dress",0
"picture","dress",0
"pillow","dress",0
"plant","dress",0
"plate","dress",0
"purse","dress",0
"radio","dress",0
"scissors","dress",0
"soap","dress",0
"spoon","dress",0
"tape","dress",0
"telephone","dress",0
"tissue","dress",0
"toothbrush","dress",0
"towel","dress",0
"trash","dress",0
"tray","dress",0
"vacuum","dress",0
"walker","dress",0
"watch","dress",0
"basement","dress",0
"bathroom","dress",0
"bathtub","dress",0
"bed","dress",0
"bedroom","dress",0
"bench","dress",0
"chair","dress",0
"closet","dress",0
"couch","dress",0
"crib","dress",0
"door","dress",0
"drawer","dress",0
"dryer","dress",0
"garage","dress",0
"high chair","dress",0
"kitchen","dress",0
"living room","dress",0
"oven","dress",0
"play pen","dress",0
"porch","dress",0
"potty","dress",0
"rocking chair","dress",0
"refrigerator","dress",0
"room","dress",0
"shower","dress",0
"sink","dress",0
"sofa","dress",0
"stairs","dress",0
"stove","dress",0
"table","dress",0
"TV","dress",0
"window","dress",0
"washing machine","dress",0
"backyard","dress",0
"cloud","dress",0
"flag","dress",0
"flower","dress",0
"garden","dress",0
"grass","dress",0
"hose","dress",0
"ladder","dress",0
"lawn mower","dress",0
"moon","dress",0
"pool","dress",0
"rain","dress",0
"rock","dress",0
"roof","dress",0
"sandbox","dress",0
"shovel","dress",0
"sidewalk","dress",0
"sky","dress",0
"slide","dress",0
"snow","dress",0
"snowman","dress",0
"sprinkler","dress",0
"star","dress",0
"stick","dress",0
"stone","dress",0
"street","dress",0
"sun","dress",0
"swing","dress",0
"tree","dress",0
"water","dress",0
"wind","dress",0
"alligator","gloves",0
"animal","gloves",0
"ant","gloves",0
"bear","gloves",0
"bee","gloves",0
"bird","gloves",0
"bug","gloves",0
"bunny","gloves",0
"butterfly","gloves",0
"cat","gloves",0
"chicken","gloves",0
"cow","gloves",0
"deer","gloves",0
"dog","gloves",0
"donkey","gloves",0
"duck","gloves",0
"elephant","gloves",0
"fish","gloves",0
"frog","gloves",0
"giraffe","gloves",0
"goose","gloves",0
"hen","gloves",0
"horse","gloves",0
"kitty","gloves",0
"lamb","gloves",0
"lion","gloves",0
"monkey","gloves",0
"moose","gloves",0
"mouse","gloves",0
"owl","gloves",0
"penguin","gloves",0
"pig","gloves",0
"pony","gloves",0
"puppy","gloves",0
"rooster","gloves",0
"sheep","gloves",0
"squirrel","gloves",0
"teddybear","gloves",0
"tiger","gloves",0
"turkey","gloves",0
"turtle","gloves",0
"wolf","gloves",0
"zebra","gloves",0
"airplane","gloves",0
"bicycle","gloves",0
"boat","gloves",0
"bus","gloves",0
"car","gloves",0
"firetruck","gloves",0
"helicopter","gloves",0
"motorcycle","gloves",0
"sled","gloves",0
"stroller","gloves",0
"tractor","gloves",0
"train","gloves",0
"tricycle","gloves",0
"truck","gloves",0
"ball","gloves",0
"balloon","gloves",0
"bat","gloves",0
"block","gloves",0
"book","gloves",0
"bubbles","gloves",0
"chalk","gloves",0
"crayon","gloves",0
"doll","gloves",0
"game","gloves",0
"glue","gloves",0
"pen","gloves",0
"pencil","gloves",0
"play dough","gloves",0
"present","gloves",0
"puzzle","gloves",0
"story","gloves",0
"toy","gloves",0
"apple","gloves",0
"applesauce","gloves",0
"banana","gloves",0
"beans","gloves",0
"bread","gloves",0
"butter","gloves",0
"cake","gloves",0
"candy","gloves",0
"carrots","gloves",0
"cereal","gloves",0
"cheerios","gloves",0
"cheese","gloves",0
"chicken","gloves",0
"chocolate","gloves",0
"coffee","gloves",0
"coke","gloves",0
"cookie","gloves",0
"corn","gloves",0
"cracker","gloves",0
"donut","gloves",0
"drink","gloves",0
"egg","gloves",0
"fish","gloves",0
"food","gloves",0
"french fries","gloves",0
"grapes","gloves",0
"green beans","gloves",0
"gum","gloves",0
"hamburger","gloves",0
"ice","gloves",0
"ice cream","gloves",0
"jello","gloves",0
"jelly","gloves",0
"juice","gloves",0
"lollipop","gloves",0
"meat","gloves",0
"melon","gloves",0
"milk","gloves",0
"muffin","gloves",0
"noodles","gloves",0
"nuts","gloves",0
"orange","gloves",0
"pancake","gloves",0
"peas","gloves",0
"peanut butter","gloves",0
"pickle","gloves",0
"pizza","gloves",0
"popcorn","gloves",0
"popsicle","gloves",0
"potato chip","gloves",0
"potato","gloves",0
"pretzel","gloves",0
"pudding","gloves",0
"pumpkin","gloves",0
"raisin","gloves",0
"salt","gloves",0
"sandwich","gloves",0
"sauce","gloves",0
"soda","gloves",0
"soup","gloves",0
"spaghetti","gloves",0
"strawberry","gloves",0
"toast","gloves",0
"tuna","gloves",0
"vanilla","gloves",0
"vitamins","gloves",0
"water","gloves",0
"yogurt","gloves",0
"beads","gloves",0
"belt","gloves",0
"bib","gloves",0
"boots","gloves",0
"button","gloves",0
"coat","gloves",0
"diaper","gloves",0
"dress","gloves",0
"gloves","gloves",0
"hat","gloves",0
"jacket","gloves",0
"jeans","gloves",0
"mittens","gloves",0
"necklace","gloves",0
"pajamas","gloves",0
"pants","gloves",0
"scarf","gloves",0
"shirt","gloves",0
"shoe","gloves",0
"shorts","gloves",0
"slipper","gloves",0
"sneaker","gloves",0
"snowsuit","gloves",0
"sock","gloves",0
"sweater","gloves",0
"tights","gloves",0
"underpants","gloves",0
"zipper","gloves",0
"ankle","gloves",0
"arm","gloves",0
"belly button","gloves",0
"buttocks","gloves",0
"cheek","gloves",0
"chin","gloves",0
"ear","gloves",0
"eye","gloves",0
"face","gloves",0
"finger","gloves",0
"foot","gloves",0
"hair","gloves",0
"hand","gloves",0
"head","gloves",0
"knee","gloves",0
"leg","gloves",0
"lips","gloves",0
"mouth","gloves",0
"nose","gloves",0
"owie","gloves",0
"penis","gloves",0
"shoulder","gloves",0
"toe","gloves",0
"tongue","gloves",0
"tooth","gloves",0
"tummy","gloves",0
"vagina","gloves",0
"basket","gloves",0
"blanket","gloves",0
"bottle","gloves",0
"bowl","gloves",0
"box","gloves",0
"broom","gloves",0
"brush","gloves",0
"bucket","gloves",0
"camera","gloves",0
"can","gloves",0
"clock","gloves",0
"comb","gloves",0
"cup","gloves",0
"dish","gloves",0
"fork","gloves",0
"garbage","gloves",0
"glass","gloves",0
"glasses","gloves",0
"hammer","gloves",0
"jar","gloves",0
"keys","gloves",0
"knife","gloves",0
"lamp","gloves",0
"light","gloves",0
"medicine","gloves",0
"money","gloves",0
"mop","gloves",0
"nail","gloves",0
"napkin","gloves",0
"paper","gloves",0
"penny","gloves",0
"picture","gloves",0
"pillow","gloves",0
"plant","gloves",0
"plate","gloves",0
"purse","gloves",0
"radio","gloves",0
"scissors","gloves",0
"soap","gloves",0
"spoon","gloves",0
"tape","gloves",0
"telephone","gloves",0
"tissue","gloves",0
"toothbrush","gloves",0
"towel","gloves",0
"trash","gloves",0
"tray","gloves",0
"vacuum","gloves",0
"walker","gloves",0
"watch","gloves",0
"basement","gloves",0
"bathroom","gloves",0
"bathtub","gloves",0
"bed","gloves",0
"bedroom","gloves",0
"bench","gloves",0
"chair","gloves",0
"closet","gloves",0
"couch","gloves",0
"crib","gloves",0
"door","gloves",0
"drawer","gloves",0
"dryer","gloves",0
"garage","gloves",0
"high chair","gloves",0
"kitchen","gloves",0
"living room","gloves",0
"oven","gloves",0
"play pen","gloves",0
"porch","gloves",0
"potty","gloves",0
"rocking chair","gloves",0
"refrigerator","gloves",0
"room","gloves",0
"shower","gloves",0
"sink","gloves",0
"sofa","gloves",0
"stairs","gloves",0
"stove","gloves",0
"table","gloves",0
"TV","gloves",0
"window","gloves",0
"washing machine","gloves",0
"backyard","gloves",0
"cloud","gloves",0
"flag","gloves",0
"flower","gloves",0
"garden","gloves",0
"grass","gloves",0
"hose","gloves",0
"ladder","gloves",0
"lawn mower","gloves",0
"moon","gloves",0
"pool","gloves",0
"rain","gloves",0
"rock","gloves",0
"roof","gloves",0
"sandbox","gloves",0
"shovel","gloves",0
"sidewalk","gloves",0
"sky","gloves",0
"slide","gloves",0
"snow","gloves",0
"snowman","gloves",0
"sprinkler","gloves",0
"star","gloves",0
"stick","gloves",0
"stone","gloves",0
"street","gloves",0
"sun","gloves",0
"swing","gloves",0
"tree","gloves",0
"water","gloves",0
"wind","gloves",0
"alligator","hat",0
"animal","hat",0
"ant","hat",0
"bear","hat",0
"bee","hat",0
"bird","hat",0
"bug","hat",0
"bunny","hat",0
"butterfly","hat",0
"cat","hat",0
"chicken","hat",0
"cow","hat",0
"deer","hat",0
"dog","hat",0
"donkey","hat",0
"duck","hat",0
"elephant","hat",0
"fish","hat",0
"frog","hat",0
"giraffe","hat",0
"goose","hat",0
"hen","hat",0
"horse","hat",0
"kitty","hat",0
"lamb","hat",0
"lion","hat",0
"monkey","hat",0
"moose","hat",0
"mouse","hat",0
"owl","hat",0
"penguin","hat",0
"pig","hat",0
"pony","hat",0
"puppy","hat",0
"rooster","hat",0
"sheep","hat",0
"squirrel","hat",0
"teddybear","hat",0
"tiger","hat",0
"turkey","hat",0
"turtle","hat",0
"wolf","hat",0
"zebra","hat",0
"airplane","hat",0
"bicycle","hat",0
"boat","hat",0
"bus","hat",0
"car","hat",0
"firetruck","hat",0
"helicopter","hat",0
"motorcycle","hat",0
"sled","hat",0
"stroller","hat",0
"tractor","hat",0
"train","hat",0
"tricycle","hat",0
"truck","hat",0
"ball","hat",0
"balloon","hat",0
"bat","hat",0
"block","hat",0
"book","hat",0
"bubbles","hat",0
"chalk","hat",0
"crayon","hat",0
"doll","hat",0
"game","hat",0
"glue","hat",0
"pen","hat",0
"pencil","hat",0
"play dough","hat",0
"present","hat",0
"puzzle","hat",0
"story","hat",0
"toy","hat",0
"apple","hat",0
"applesauce","hat",0
"banana","hat",0
"beans","hat",0
"bread","hat",0
"butter","hat",0
"cake","hat",0
"candy","hat",0
"carrots","hat",0
"cereal","hat",0
"cheerios","hat",0
"cheese","hat",0
"chicken","hat",0
"chocolate","hat",0
"coffee","hat",0
"coke","hat",0
"cookie","hat",0
"corn","hat",0
"cracker","hat",0
"donut","hat",0
"drink","hat",0
"egg","hat",0
"fish","hat",0
"food","hat",0
"french fries","hat",0
"grapes","hat",0
"green beans","hat",0
"gum","hat",0
"hamburger","hat",0
"ice","hat",0
"ice cream","hat",0
"jello","hat",0
"jelly","hat",0
"juice","hat",0
"lollipop","hat",0
"meat","hat",0
"melon","hat",0
"milk","hat",0
"muffin","hat",0
"noodles","hat",0
"nuts","hat",0
"orange","hat",0
"pancake","hat",0
"peas","hat",0
"peanut butter","hat",0
"pickle","hat",0
"pizza","hat",0
"popcorn","hat",0
"popsicle","hat",0
"potato chip","hat",0
"potato","hat",0
"pretzel","hat",0
"pudding","hat",0
"pumpkin","hat",0
"raisin","hat",0
"salt","hat",0
"sandwich","hat",0
"sauce","hat",0
"soda","hat",0
"soup","hat",0
"spaghetti","hat",0
"strawberry","hat",0
"toast","hat",0
"tuna","hat",0
"vanilla","hat",0
"vitamins","hat",0
"water","hat",0
"yogurt","hat",0
"beads","hat",0
"belt","hat",0
"bib","hat",0
"boots","hat",0
"button","hat",0
"coat","hat",1
"diaper","hat",0
"dress","hat",0
"gloves","hat",1
"hat","hat",0
"jacket","hat",0
"jeans","hat",0
"mittens","hat",0
"necklace","hat",0
"pajamas","hat",0
"pants","hat",0
"scarf","hat",1
"shirt","hat",0
"shoe","hat",0
"shorts","hat",0
"slipper","hat",0
"sneaker","hat",0
"snowsuit","hat",0
"sock","hat",0
"sweater","hat",0
"tights","hat",0
"underpants","hat",0
"zipper","hat",0
"ankle","hat",0
"arm","hat",0
"belly button","hat",0
"buttocks","hat",0
"cheek","hat",0
"chin","hat",0
"ear","hat",0
"eye","hat",0
"face","hat",0
"finger","hat",0
"foot","hat",0
"hair","hat",1
"hand","hat",0
"head","hat",1
"knee","hat",0
"leg","hat",0
"lips","hat",0
"mouth","hat",0
"nose","hat",0
"owie","hat",0
"penis","hat",0
"shoulder","hat",0
"toe","hat",0
"tongue","hat",0
"tooth","hat",0
"tummy","hat",0
"vagina","hat",0
"basket","hat",0
"blanket","hat",0
"bottle","hat",0
"bowl","hat",0
"box","hat",0
"broom","hat",0
"brush","hat",0
"bucket","hat",0
"camera","hat",0
"can","hat",0
"clock","hat",0
"comb","hat",0
"cup","hat",0
"dish","hat",0
"fork","hat",0
"garbage","hat",0
"glass","hat",0
"glasses","hat",0
"hammer","hat",0
"jar","hat",0
"keys","hat",0
"knife","hat",0
"lamp","hat",0
"light","hat",0
"medicine","hat",0
"money","hat",0
"mop","hat",0
"nail","hat",0
"napkin","hat",0
"paper","hat",0
"penny","hat",0
"picture","hat",0
"pillow","hat",0
"plant","hat",0
"plate","hat",0
"purse","hat",0
"radio","hat",0
"scissors","hat",0
"soap","hat",0
"spoon","hat",0
"tape","hat",0
"telephone","hat",0
"tissue","hat",0
"toothbrush","hat",0
"towel","hat",0
"trash","hat",0
"tray","hat",0
"vacuum","hat",0
"walker","hat",0
"watch","hat",0
"basement","hat",0
"bathroom","hat",0
"bathtub","hat",0
"bed","hat",0
"bedroom","hat",0
"bench","hat",0
"chair","hat",0
"closet","hat",0
"couch","hat",0
"crib","hat",0
"door","hat",0
"drawer","hat",0
"dryer","hat",0
"garage","hat",0
"high chair","hat",0
"kitchen","hat",0
"living room","hat",0
"oven","hat",0
"play pen","hat",0
"porch","hat",0
"potty","hat",0
"rocking chair","hat",0
"refrigerator","hat",0
"room","hat",0
"shower","hat",0
"sink","hat",0
"sofa","hat",0
"stairs","hat",0
"stove","hat",0
"table","hat",0
"TV","hat",0
"window","hat",0
"washing machine","hat",0
"backyard","hat",0
"cloud","hat",0
"flag","hat",0
"flower","hat",0
"garden","hat",0
"grass","hat",0
"hose","hat",0
"ladder","hat",0
"lawn mower","hat",0
"moon","hat",0
"pool","hat",0
"rain","hat",0
"rock","hat",0
"roof","hat",0
"sandbox","hat",0
"shovel","hat",0
"sidewalk","hat",0
"sky","hat",0
"slide","hat",0
"snow","hat",0
"snowman","hat",0
"sprinkler","hat",0
"star","hat",0
"stick","hat",0
"stone","hat",0
"street","hat",0
"sun","hat",0
"swing","hat",0
"tree","hat",0
"water","hat",0
"wind","hat",0
"alligator","jacket",0
"animal","jacket",0
"ant","jacket",0
"bear","jacket",0
"bee","jacket",0
"bird","jacket",0
"bug","jacket",0
"bunny","jacket",0
"butterfly","jacket",0
"cat","jacket",0
"chicken","jacket",0
"cow","jacket",0
"deer","jacket",0
"dog","jacket",0
"donkey","jacket",0
"duck","jacket",0
"elephant","jacket",0
"fish","jacket",0
"frog","jacket",0
"giraffe","jacket",0
"goose","jacket",0
"hen","jacket",0
"horse","jacket",0
"kitty","jacket",0
"lamb","jacket",0
"lion","jacket",0
"monkey","jacket",0
"moose","jacket",0
"mouse","jacket",0
"owl","jacket",0
"penguin","jacket",0
"pig","jacket",0
"pony","jacket",0
"puppy","jacket",0
"rooster","jacket",0
"sheep","jacket",0
"squirrel","jacket",0
"teddybear","jacket",0
"tiger","jacket",0
"turkey","jacket",0
"turtle","jacket",0
"wolf","jacket",0
"zebra","jacket",0
"airplane","jacket",0
"bicycle","jacket",0
"boat","jacket",0
"bus","jacket",0
"car","jacket",0
"firetruck","jacket",0
"helicopter","jacket",0
"motorcycle","jacket",0
"sled","jacket",0
"stroller","jacket",0
"tractor","jacket",0
"train","jacket",0
"tricycle","jacket",0
"truck","jacket",0
"ball","jacket",0
"balloon","jacket",0
"bat","jacket",0
"block","jacket",0
"book","jacket",0
"bubbles","jacket",0
"chalk","jacket",0
"crayon","jacket",0
"doll","jacket",0
"game","jacket",0
"glue","jacket",0
"pen","jacket",0
"pencil","jacket",0
"play dough","jacket",0
"present","jacket",0
"puzzle","jacket",0
"story","jacket",0
"toy","jacket",0
"apple","jacket",0
"applesauce","jacket",0
"banana","jacket",0
"beans","jacket",0
"bread","jacket",0
"butter","jacket",0
"cake","jacket",0
"candy","jacket",0
"carrots","jacket",0
"cereal","jacket",0
"cheerios","jacket",0
"cheese","jacket",0
"chicken","jacket",0
"chocolate","jacket",0
"coffee","jacket",0
"coke","jacket",0
"cookie","jacket",0
"corn","jacket",0
"cracker","jacket",0
"donut","jacket",0
"drink","jacket",0
"egg","jacket",0
"fish","jacket",0
"food","jacket",0
"french fries","jacket",0
"grapes","jacket",0
"green beans","jacket",0
"gum","jacket",0
"hamburger","jacket",0
"ice","jacket",0
"ice cream","jacket",0
"jello","jacket",0
"jelly","jacket",0
"juice","jacket",0
"lollipop","jacket",0
"meat","jacket",0
"melon","jacket",0
"milk","jacket",0
